Código de mesa;Provincia;"Código 
municipio";Municipio;Distrito;Sección;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;Nº Votos
24-166-1-001-B;LEÓN;166;SOTO DE LA VEGA;1;1;B;399;130;199;241;0;2;C.Bierzo - BEX;0
24-166-1-001-B;LEÓN;166;SOTO DE LA VEGA;1;1;B;399;130;199;241;0;2;PCTE;0
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PP;56
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;UPL;46
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PSOE;45
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;VOX;38
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PODEMOS-IU-AV;3
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PCTE;1
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PCAS-TC-Recortes Cero;0
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;C.Bierzo - BEX;0
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;Cs;0
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PACMA;0
24-166-1-001-C;LEÓN;166;SOTO DE LA VEGA;1;1;C;302;77;168;194;4;1;PREPAL;0
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PSOE;43
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PP;36
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;VOX;19
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;UPL;7
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PODEMOS-IU-AV;4
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;Cs;1
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PREPAL;0
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PCTE;0
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;C.Bierzo - BEX;0
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PACMA;0
24-166-1-001-D;LEÓN;166;SOTO DE LA VEGA;1;1;D;200;65;102;114;3;1;PCAS-TC-Recortes Cero;0
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PSOE;73
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PP;52
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;UPL;51
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;VOX;43
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PODEMOS-IU-AV;7
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PACMA;2
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;Cs;1
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;C.Bierzo - BEX;0
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PCAS-TC-Recortes Cero;0
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PREPAL;0
24-167-1-001-A;LEÓN;167;SOTO Y AMÍO;1;1;A;428;108;184;232;3;0;PCTE;0
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;UPL;29
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;VOX;28
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PSOE;25
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PP;24
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PODEMOS-IU-AV;10
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;C.Bierzo - BEX;1
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;Cs;1
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PREPAL;0
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PCTE;0
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PCAS-TC-Recortes Cero;0
24-167-1-001-B;LEÓN;167;SOTO Y AMÍO;1;1;B;266;56;95;120;0;2;PACMA;0
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PP;112
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PSOE;73
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;UPL;71
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;VOX;39
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;Cs;6
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PODEMOS-IU-AV;2
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PREPAL;1
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PCAS-TC-Recortes Cero;0
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PACMA;0
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;C.Bierzo - BEX;0
24-168-1-001-U;LEÓN;168;TORAL DE LOS GUZMANES;1;1;U;422;145;257;307;2;1;PCTE;0
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PSOE;170
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PP;99
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;VOX;40
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PODEMOS-IU-AV;39
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;UPL;21
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;C.Bierzo - BEX;8
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;Cs;7
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PREPAL;1
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PCAS-TC-Recortes Cero;1
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PCTE;0
24-169-1-001-A;LEÓN;169;TORENO;1;1;A;703;211;321;390;3;1;PACMA;0
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PSOE;198
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PP;69
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PODEMOS-IU-AV;38
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;VOX;30
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;UPL;18
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;Cs;6
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;C.Bierzo - BEX;3
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PCTE;1
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PREPAL;1
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PACMA;1
24-169-1-001-B;LEÓN;169;TORENO;1;1;B;687;195;295;368;2;1;PCAS-TC-Recortes Cero;0
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PSOE;96
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PP;51
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;VOX;25
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PODEMOS-IU-AV;18
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;UPL;13
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;C.Bierzo - BEX;6
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;Cs;3
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PCAS-TC-Recortes Cero;0
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PREPAL;0
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PCTE;0
24-169-1-002-A;LEÓN;169;TORENO;1;2;A;410;124;160;218;5;1;PACMA;0
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PSOE;73
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PP;39
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;VOX;8
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;Cs;8
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;C.Bierzo - BEX;7
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PODEMOS-IU-AV;6
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;UPL;5
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PREPAL;1
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PCTE;0
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PCAS-TC-Recortes Cero;0
24-169-1-002-B;LEÓN;169;TORENO;1;2;B;236;69;118;150;1;2;PACMA;0
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PSOE;247
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PP;61
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PODEMOS-IU-AV;40
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;UPL;23
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;VOX;21
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;C.Bierzo - BEX;9
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;Cs;4
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PCTE;2
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PACMA;1
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PREPAL;0
24-169-1-003-U;LEÓN;169;TORENO;1;3;U;669;206;350;418;8;2;PCAS-TC-Recortes Cero;0
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PSOE;105
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PP;47
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PODEMOS-IU-AV;30
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;VOX;29
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;UPL;24
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;C.Bierzo - BEX;16
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;Cs;6
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PCTE;1
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PACMA;1
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PREPAL;0
24-170-1-001-A;LEÓN;170;TORRE DEL BIERZO;1;1;A;473;143;223;263;3;1;PCAS-TC-Recortes Cero;0
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PSOE;123
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PP;49
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;VOX;25
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;UPL;24
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PODEMOS-IU-AV;20
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;C.Bierzo - BEX;12
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;Cs;2
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PACMA;2
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PCTE;0
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PREPAL;0
24-170-1-001-B;LEÓN;170;TORRE DEL BIERZO;1;1;B;433;148;223;263;3;3;PCAS-TC-Recortes Cero;0
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PSOE;100
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PP;53
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;C.Bierzo - BEX;41
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;VOX;23
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PODEMOS-IU-AV;23
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;UPL;8
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;Cs;6
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PCTE;1
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PREPAL;0
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PCAS-TC-Recortes Cero;0
24-170-1-002-A;LEÓN;170;TORRE DEL BIERZO;1;2;A;441;133;209;258;3;0;PACMA;0
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PSOE;69
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PP;40
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;VOX;36
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;C.Bierzo - BEX;23
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PODEMOS-IU-AV;20
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;Cs;13
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;UPL;10
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PACMA;1
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PCAS-TC-Recortes Cero;1
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PCTE;0
24-170-1-002-B;LEÓN;170;TORRE DEL BIERZO;1;2;B;401;107;175;214;1;0;PREPAL;0
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PSOE;63
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PP;35
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;VOX;23
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PODEMOS-IU-AV;12
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;C.Bierzo - BEX;6
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;UPL;2
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;Cs;1
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PCTE;0
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PACMA;0
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PREPAL;0
24-171-1-001-U;LEÓN;171;TRABADELO;1;1;U;332;80;120;144;1;1;PCAS-TC-Recortes Cero;0
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PP;65
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PSOE;51
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;VOX;31
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;UPL;23
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PODEMOS-IU-AV;4
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;Cs;2
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PREPAL;0
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PCAS-TC-Recortes Cero;0
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PACMA;0
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;C.Bierzo - BEX;0
24-172-1-001-U;LEÓN;172;TRUCHAS;1;1;U;395;100;150;178;2;0;PCTE;0
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PP;67
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PSOE;60
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;UPL;59
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;VOX;48
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;Cs;4
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PODEMOS-IU-AV;3
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PACMA;1
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;C.Bierzo - BEX;1
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PREPAL;1
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PCTE;0
24-173-1-001-A;LEÓN;173;TURCIA;1;1;A;406;163;222;245;0;1;PCAS-TC-Recortes Cero;0
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PP;113
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;UPL;66
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;VOX;61
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PSOE;56
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PODEMOS-IU-AV;5
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;Cs;3
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PCTE;1
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PACMA;1
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PREPAL;0
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;PCAS-TC-Recortes Cero;0
24-173-1-001-B;LEÓN;173;TURCIA;1;1;B;496;113;215;309;2;1;C.Bierzo - BEX;0
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;UPL;87
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PP;79
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PSOE;54
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;VOX;37
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PODEMOS-IU-AV;4
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;Cs;2
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PACMA;1
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PREPAL;1
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PCTE;0
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;PCAS-TC-Recortes Cero;0
24-174-1-001-U;LEÓN;174;URDIALES DEL PÁRAMO;1;1;U;426;163;228;268;1;2;C.Bierzo - BEX;0
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;UPL;90
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PSOE;71
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PP;66
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;VOX;63
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PODEMOS-IU-AV;39
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;Cs;8
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PREPAL;1
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PACMA;1
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;C.Bierzo - BEX;0
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PCAS-TC-Recortes Cero;0
24-175-1-001-A;LEÓN;175;VALDEFRESNO;1;1;A;583;196;297;344;2;3;PCTE;0
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;UPL;124
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;VOX;88
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PSOE;79
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PP;77
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PODEMOS-IU-AV;21
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;Cs;12
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PACMA;3
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;C.Bierzo - BEX;0
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PCTE;0
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PREPAL;0
24-175-1-001-B;LEÓN;175;VALDEFRESNO;1;1;B;668;225;337;406;0;2;PCAS-TC-Recortes Cero;0
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;UPL;167
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;VOX;81
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PP;71
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PSOE;66
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PODEMOS-IU-AV;12
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;Cs;7
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PCTE;2
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PCAS-TC-Recortes Cero;2
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PACMA;1
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;C.Bierzo - BEX;1
24-175-1-001-C;LEÓN;175;VALDEFRESNO;1;1;C;661;219;344;417;1;6;PREPAL;0
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;PP;82
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;UPL;69
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;VOX;37
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;PSOE;27
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;Cs;2
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;PODEMOS-IU-AV;2
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;PACMA;0
24-176-1-001-U;LEÓN;176;VALDEFUENTES DEL PÁRAMO;1;1;U;286;117;181;220;1;0;PCAS-TC-Recortes Cero;0
